number,summary,milestone,reporter,assigned_to_name,assigned_to_id,priority,status,completed_date,due_date,created_on,work_remaining,project,worked_hours,total_worked_hours,sum_of_child_estimates,plan_level,estimate,total_work_remaining,description,updated_at,last_status_or_milestone_change,tag_names,visible_in_client_view,days_from_created_on,days_from_last_update,days_from_status_change,days_from_completed,Fixed in,known since,Planned for release,type of feature
1012,ErrorAuth on Upload when Auth is lost,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Test,Not Completed,,2013-10-03,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When an Authenticated user is uploading a files/s and authentication is lost/logged out the console returns ErrorAuth but user is not notified.

To reproduce: 
Logon to Filesender
Open 2 browser tabs
Start a large file upload in one browser tab
While upload is progressing - logout in the other tab
Uploading tab hangs without notifying user.

This same issue will happen if SAML  times out during a very long upload.

Need to notify user that they are no longer Authenticated.
Additionally in 1.6 we tested code to allow the upload to complete to prevent frustration with extremely long file uploads. But then valid sessions were the next issue.

See ticket #905",2013-10-14,2013-10-14,,false,1442 days,1431 days,1431 days,,,,,
1101,Put check_language_tags.sh script in filesender/scripts directory,Release 1.6,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Normal,Fixed,2014-07-26,,2014-06-25,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,Add the script that tells you which language labels are missing in a language file to the filesender/scripts directory making it easy for FileSender admins to see if certain tags are missing in their local language file.,2014-07-26,2014-07-26,,false,1177 days,1146 days,1146 days,1146 days,,,1.6,
1102,Update Home page to correct Documentation tree on release of 1.6,Release 1.6,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Normal,Fixed,2014-07-27,,2014-06-25,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,Update references to correct versions.,2014-07-27,2014-07-27,,false,1177 days,1145 days,1145 days,1145 days,,,1.6,
336,"Populate ""Help"" page",Release 1.0,Wendy Mason (aNSALiyQSr3482eJe5cbCb),,,Normal,Fixed,2010-12-16,,2010-11-15,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"Suggested text (combined effort between Wendy and Guido), configuration variables in brackets to be automatically inserted during configuration from config/config.php. If there are maximums for the number of characters in the email subject and message fields (with or without white spaces), these should be added too.

*Login issues:* If you don’t see your institution in the list of Identity Providers (IdPs), or your institutional login fails, please contact your local IT support.
*Maximum recipient addresses per email:* 100 [config/config.php: $config[""max_email_recipients""] = 100;]; multiple email addresses can be separated by a comma [???]
*Maximum number of files per upload:* one - to upload several files at once, zip them into a single archive first
*Maximum file size per upload, without Gears:* 2 GB [$config['max_flash_upload_size'] = '2147483648'; // 2GB]
*Maximum file size per upload, with Gears:* 100 GB [$config['max_gears_upload_size'] = '100000000000'; // 100 GB] (file uploads over 2 GB currently not possible on Mac OSX 10.6.x)
*Maximum file / voucher expiry days:* 20 [$config['default_daysvalid'] = 20;]

",2015-12-03,2015-12-03,,false,2495 days,651 days,651 days,2464 days,,,,
1011,"""Send files"" top menu item not always highlighted",Archived: Release 2.0 prototype,Vegard Polden (aTWq58rMCr4ysmacwqjQXA),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Test,Not Completed,,2013-10-01,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Reported by Guido.

The ""send files"" item in the top menu is not active / highlighted as it should be if the ""s"" parameter (e.g. s=upload) is missing from the URL. ",2013-10-01,2013-10-01,,false,1444 days,1444 days,1444 days,,,,,
1090,UI display issues,Release 1.6,Wendy Mason (aNSALiyQSr3482eJe5cbCb),,,Normal,Deferred,Not Completed,,2014-05-15,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"The following UI display issues have been observed (as first highlighted in #819):
1. When first clicking on the expiry date field during a browser session, the arrows in the expiry date popup take a moment to appear
2. When first pointing to one of the arrows in the expiry date popup (once they have appeared), it vanishes momentarily then reappears
3. The close symbol (X) in the upload progress popup also takes a moment longer to load than the rest of the popup
4. The drag lines in the bottom right-hand corner of the ""Help"" and ""About"" dialogue boxes, to indicate that the box can be resized, are missing
5. When clicking on the ""Help"" or ""About"" buttons then ""Close"" button the cursor is stuck on the first (""Help"" or ""About"") button (blinking cursor inside button, box visible around button, target url displayed).
",2014-06-30,2014-06-30,,false,1218 days,1172 days,1172 days,,,,1.6.1,
1237,Document status and process of PHP unit testing in 2.0,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2015-11-11,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"PHP unit tests were implemented by Etienne, but I'm not entirely clear about the status.  Etienne, would you have any chance to document this in a page?  Explain how unit testing for version 2.0 is set up, and what should be done if code is added?",2015-11-11,2015-11-11,,false,673 days,673 days,673 days,,,,,
335,"Populate ""About"" page",Release 1.0,Wendy Mason (aNSALiyQSr3482eJe5cbCb),,,Normal,Fixed,2010-12-16,,2010-11-15,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"Suggested text: ""FileSender is an installation of FileSender (www.filesender.org), which is developed to the requirements of the higher education and research community"". Local sysadmins should replace the first instance of FileSender with the local installation's name.",2015-12-03,2015-12-03,,false,2495 days,651 days,651 days,2464 days,,,,
1010,Guest Voucher - extra altcolor in second cell between active vouchers,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Fixed,2014-02-03,,2013-09-30,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,,2014-02-03,2014-02-03,,false,1445 days,1319 days,1319 days,1319 days,,,,
1089,Directory statement in apache.conf template too broad,Release 1.6,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Low,Fixed,2014-07-26,,2014-05-13,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"In the documentation and template files for the Debian package the Directory statement is a bit too broad:

Alias /filesender /usr/share/filesender/www
<Directory ""/usr/share/filesender/"">

Could be /usr/share/filesender/www 

(See also the rpm/filesender.htaccess template)",2014-07-26,2014-07-26,,false,1220 days,1146 days,1146 days,1146 days,,,1.6,
1236,Bug: automatically closed guest voucher triggers manually closed email,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jørn Åne,c9JOC0LeOr5BTmacwqEsg8,Normal,Test,Not Completed,,2015-11-09,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When a voucher is closed automatically the email to the user is the one used for cancelling.  Etienne looked in code, same problem for transfers.  ",2016-01-11,2015-11-09,,false,675 days,612 days,675 days,,,,,
303,Check write permissions on file storage folders,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Fixed,2010-10-25,,2010-09-29,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,Check that php can write to starge locations before attempting to upload - both gears and non gears,2015-12-03,2015-12-03,,false,2542 days,651 days,651 days,2516 days,,,,
1009,Expiry date errorglow,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Test,Not Completed,,2013-09-30,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"For consistency - Invalid expiry date should have the errorglow class, same as other form fields when invalid.",2013-10-01,2013-10-01,,false,1445 days,1444 days,1444 days,,,,,
296,MyFiles: In the “From” column:  replace the e­mail address of the user with the text   “You” ,Release 1.0,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),,,Normal,Fixed,2010-10-28,,2010-09-27,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"In the “From” column:  replace the e­mail address of the user with the text  
“You” ",2015-12-03,2015-12-03,,false,2544 days,651 days,651 days,2513 days,,,,
1008,My Files - Delete all recipients removes Transaction,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Fixed,2013-10-15,,2013-09-30,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Is this logic correct?
If I delete all recipients should the transaction be deleted as well?
Is it possible that I may want to remove everyone from the transaction and then add new recipients after removing everyone?",2013-10-15,2013-10-15,,false,1445 days,1430 days,1430 days,1430 days,,,,
1088,Update README.txt and INSTALL.txt in distribution tree,Release 1.6,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Normal,Fixed,2014-07-25,,2014-04-04,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,Skipped for rc1,2014-07-25,2014-07-25,,false,1259 days,1147 days,1147 days,1147 days,,,1.6,
1234,Revalidate W3C compliance,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),,,Normal,New,Not Completed,,2015-11-05,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,,2015-11-05,2015-11-05,,false,679 days,679 days,679 days,,,,,
295,Review display of time/date,Release 1.0,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),,,Normal,Fixed,2010-11-08,,2010-09-27,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,Go through the display of time/date in flex and elsewhere (emails etc).,2015-12-03,2015-12-03,,false,2544 days,651 days,651 days,2502 days,,,,
1007,Voucher Message,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Test,Not Completed,,2013-09-30,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Currently there is no message to notify the user that the voucher they added has actually been added.
(Unless of course if you look in the new vouchers list)
1.5 had a ""Voucher Sent"" message.",2013-10-15,2013-10-14,,false,1445 days,1430 days,1431 days,,,,,
1081,2.11.8 (1.6) X-Frame-Options,Release 1.6,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Known issue,2016-02-26,,2014-03-07,0.0,FileSender,0.0,0.0,2.0,-,1.0,0.0,"Add X-Frame-Options: deny
<meta http-equiv=""X-FRAME-OPTIONS"" content=""DENY"">

Can also be forced from server https://developer.mozilla.org/en-US/docs/HTTP/X-Frame-Options
",2016-02-26,2016-02-26,,false,1287 days,566 days,566 days,566 days,,,1.6.1,
1232,Security flaw (under specific conditions) : user remote credentials leak,Release 2.0-alpha,etiennemeleard (dgRDGuZ4ar478MacwqEsg8),Jørn Åne,c9JOC0LeOr5BTmacwqEsg8,High,Fixed,2016-02-10,,2015-11-03,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"In the case remote user access was enabled it was possible to steal the user's remote access credentials by forging a page containing :

<pre><code>
<script type=""text/javascript"">
function foo(user_data) {
  // Transmit user_data.remote_config elsewhere using ajax

  // Redirect user elsewhere so he doesn't notice what happened
}
</script>
<script type=""text/javascript"" src=""https://filesender.domain.tld/rest.php/user?callback=foo""></script>
</code></pre>

And inviting people to access it hopping that they had a valid filesender session (SP).",2016-04-22,2016-02-10,,false,681 days,510 days,582 days,582 days,,,,
1233,Adding several adresses in one go doesn't go as expected,Release 2.0-alpha,etiennemeleard (dgRDGuZ4ar478MacwqEsg8),Jørn Åne,c9JOC0LeOr5BTmacwqEsg8,Normal,Fixed,2016-02-08,,2015-11-03,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,When adding several recipients at once they are added to the list as expected but the field is labeled as in error.,2016-02-08,2016-02-08,,false,681 days,584 days,584 days,584 days,,,,
294,In MyFiles: remove Message column and make it a tool-tip,Release 1.0,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),,,Normal,Fixed,2010-10-26,,2010-09-27,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,"Remove column Message and place a link “Message” in the subject field below  
the subject. This link will open a pop­up with the message (like the one used for  
confirmations or a standard browser tooltip).  
",2015-12-03,2015-12-03,,false,2544 days,651 days,651 days,2515 days,,,,
1006,Column not found - fileenabledownloadreceipts,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Test,Not Completed,,2013-09-30,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"I ran the new MySQL script to test and produced the following error when starting an upload.

2013/10/01 07:58:38 [Session ID: 4klmg6tmja522o1u350a4gvlr1] E_ERROR: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'fileenabledownloadreceipts' in 'field list'[127.0.0.1(127.0.0.1)] 

Note different field names: 
fileenabledownloadrecipients 
fileenabledownloadreceipts

",2013-09-30,2013-09-30,,false,1445 days,1445 days,1445 days,,,,,
1080,2.11.7 (1.6) A session-bound token must be validated for each POST request,Release 1.6,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Deferred,Not Completed,,2014-03-07,0.0,FileSender,0.0,0.0,2.0,-,1.0,0.0,"Add XSFR.php to index.php

Change [""s-token""] != to [""s-token""] !== as == matches type as well as value.

Check if POST is used in any context other than $_POST[""myJson""]


",2016-02-09,2014-03-23,,false,1287 days,583 days,1271 days,,,,1.6.1,
293,Make local (banner) files  upgrade-proof ,Release 1.0,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),,,Normal,Fixed,2010-10-24,,2010-09-27,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,Think of some way to make local customisation easy and upgrade proof,2015-12-03,2015-12-03,,false,2544 days,651 days,651 days,2517 days,,,,
1005,Unicode characters in file names inside ZIP archives,Archived: Release 2.0 prototype,Vegard Polden (aTWq58rMCr4ysmacwqjQXA),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Fixed,2013-09-30,,2013-09-30,0.0,FileSender,0.0,0.0,2.0,-,1.0,0.0,"Reported by Guido: 

File names with Unicode characters don't display properly when packaged in ZIP files for download. This is only a problem with multi-file downloads, as it only occurs inside the ZIP archives.",2014-10-21,2013-09-30,,false,1445 days,1059 days,1445 days,1445 days,,,,
1079,2.7.7 1.6 HTML output,Release 1.6,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Deferred,Not Completed,,2014-03-07,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Check Encoding htmlspecialchars()
Must have htmlspecialchars(ENT_QUOTES) and not be inside HTML tags
",2016-02-06,2014-03-23,,false,1287 days,586 days,1271 days,,,,1.6.1,
1231,Race condition during upload,Release 2.0-alpha,etiennemeleard (dgRDGuZ4ar478MacwqEsg8),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Test,Not Completed,,2015-11-03,0.0,FileSender,0.0,0.0,4.0,-,1.0,0.0,"When using (very) fast connexion the ""file complete"" and ""transfer complete"" are sometimes sent several times due to multiple workers reporting completion in a very short time and first ""completion trigger"" request not being already completed and transfer flagged as such before next trigger comes.

Some kind of locking mechanism is needed.",2016-02-08,2015-11-03,,false,681 days,584 days,681 days,,,,,
284,Logging for browser download.,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Fixed,2010-10-25,,2010-09-07,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,Add detailed logging for download.,2015-12-03,2015-12-03,,false,2564 days,651 days,651 days,2516 days,,,,
1004,Flash JavaSCript library included in non flash upload,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Fixed,2013-09-30,,2013-09-30,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"This library is only required for flash uploads - but is included in the HTML5 upload page.
<script type='text/javascript' src='lib/js/AC_OETags.js'></script>",2013-09-30,2013-09-30,,false,1445 days,1445 days,1445 days,1445 days,,,,
1078,Flash detection code,Release 1.6,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Normal,Fixed,2014-04-04,,2014-03-03,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,,2014-04-04,2014-04-04,,false,1291 days,1259 days,1259 days,1259 days,,,1.6-rc1,
1229,Bug: new upload speed counter continues to count after upload,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Test,Not Completed,,2015-11-03,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"This is when using Safari at least: in the upload form, once the upload is done, the upload speed counter keeps on counting.  In addition Safari complains about some error on the web page with an annoying browser-generated error popup.",2016-02-08,2016-01-20,,false,681 days,584 days,603 days,,,,,
1230,"Bug: when ""add_me_to_recipients"" always on, Send button not available",Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,Test,Not Completed,,2015-11-03,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"I've configured add_me_to_recipients to always be on and to not be visible:

                'add_me_to_recipients' => array(
                        'available' => false,
                        'advanced' => false,
                        'default' => true
                ),

When I select files, the Send button remains greyed out and unclickable.  If I set ""available' to 'true' (meaning the option is visible) the Send button works as expected: not greyed out and clickable immediately after file selction. ",2016-02-08,2016-02-08,,false,681 days,584 days,584 days,,,,,
227,Session-cookies must always be transmitted encrypted #11.3,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Highest,Fixed,2010-09-24,,2010-06-22,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,,2015-12-03,2015-12-03,,false,2641 days,651 days,651 days,2547 days,,,Beta 1.15,
1003,js error: fileBoxSize,Archived: Release 2.0 prototype,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Normal,Test,Not Completed,,2013-09-30,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"JS error in console:

SyntaxError: syntax error
var fileBoxSize = ;
index.php?s=upload&html5=true
	
",2013-10-24,2013-10-24,,false,1445 days,1421 days,1421 days,,,,,
1077,Release 1.6-rc1,Release 1.6,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Highest,Fixed,2014-06-25,,2014-02-26,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0, Placeholder ticket for the actual release of 1.6-rc1,2014-06-25,2014-06-25,,false,1296 days,1177 days,1177 days,1177 days,,,1.6-rc1,
1228,Bug: when using non-existing email address an impossible error popup pops in existence,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,New,Not Completed,,2015-10-23,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When I sent an email to abcdefghijklmnop@hotmail.com (presumed non-existent) the upload succeeds and immediately after that an error dialogue shows up that keeps coming back after you press OK.  IMpossible to get rid of.  Is this because the call to the email sending function returns an error?  If yes, we need to deal with this differently.",2016-01-20,2015-10-23,,false,692 days,603 days,692 days,,,,,
226,E-mail functionality must be protected against automated spamming #10.1,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Highest,Fixed,2010-12-07,,2010-06-22,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,,2015-12-03,2015-12-03,,false,2641 days,651 days,651 days,2473 days,,,Beta 1.15,
1002,Add index to logvoucheruid,Archived: Release 2.0 prototype,Jack Kittridge (bIiF-SXuOr4ydAacwqjQWU),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Test,Not Completed,,2013-09-27,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"currently when there is a huge amount of archived database results (320k used as an example) the 'my files' table takes an undesirable time to load.
Adding an index to this field should solve this problem and will result in a time complexity much faster & preferable to O(n).

Thanks to David Jericho for the suggestion.",2013-09-30,2013-09-30,,false,1448 days,1445 days,1445 days,,,,,
1076,Memory exhaustion with partial download of large files,Release 1.6,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,High,Fixed,2014-04-04,,2014-02-19,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Chrome 32 and FF 27 will under circumstances request a partial download. With large files the requested byte-range can be too large for the current solution and will trigger a memory limit:

Feb 19 14:04:40 filesender apache2: PHP Fatal error:  Allowed memory size of 134217728 bytes exhausted (tried to allocate 2147483648 bytes) in /usr/share/filesender/www/download.php on line 176

Currently the whole requested byte range is loaded into memory.

Raising the limit might not be the best solution. Other possible solutions:

- chunk the requested range (as with a full download) ?
- disable it for now?
- ???",2014-04-04,2014-04-04,,false,1303 days,1259 days,1259 days,1259 days,,1.6-beta1,1.6-rc1,
225,Uploaded files must never be “executed” or “evaluated” #9.3,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Highest,Fixed,2010-09-24,,2010-06-22,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,,2015-12-03,2015-12-03,,false,2641 days,651 days,651 days,2547 days,,,Beta 1.15,
1001,Moving scroll bar on file uploads,Archived: Release 2.0 prototype,Jack Kittridge (bIiF-SXuOr4ydAacwqjQWU),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Test,Not Completed,,2013-09-20,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,The scroll bar for the file upload area should automatically scroll down the list of files such that the user is more informed as to which item is currently being uploaded.,2013-09-25,2013-09-25,,false,1455 days,1450 days,1450 days,,,,,
1075,Improve Flex error notifications to client,Release 1.6,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Normal,Known issue,2016-01-05,,2014-02-13,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"In some cases flex is not returning a valid client message on error.
We need to at a minimum display an error and log the error on the server if Flex has an exception.",2016-01-05,2016-01-05,,false,1309 days,618 days,618 days,618 days,,,1.6.1,
1227,"Bug: when pressing ""clear"" in file list, counters do not get cleared",Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Fixed,2015-10-23,,2015-10-21,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,Neither counter for #selected files nor amount of space used.  Consequences for quota?,2015-10-23,2015-10-23,,false,694 days,692 days,692 days,692 days,,,,
1067,download(s).filesender.org doesn't update repo,Release 1.6,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Normal,Fixed,2015-11-05,,2013-12-31,0.0,FileSender,0.0,0.0,1.0,Subtask,1.0,0.0,"1.6-beta1 still isn't listed on download(s).filesender.org. I do see wget's but those apparently aren't pushed to the website.

As a workaround the 1.6-beta1 download page currently points to the filesender-dev repo so people still can get the tar/zip files.",2015-11-05,2015-11-05,,false,1353 days,679 days,679 days,679 days,,,1.6,
224,Untrusted uploaded files must be stored outside the document root #9.1,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Highest,Fixed,2010-09-20,,2010-06-22,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,,2015-12-03,2015-12-03,,false,2641 days,651 days,651 days,2551 days,,,Beta 1.15,
1000,Duplicated files on results page for single uploads,Archived: Release 2.0 prototype,Jack Kittridge (bIiF-SXuOr4ydAacwqjQWU),,,Normal,Test,Not Completed,,2013-09-09,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"When using the single upload page, the results page lists the uploaded file for each individual recipient, when it should only ever display it once. ",2013-09-12,2013-09-12,,false,1466 days,1463 days,1463 days,,,,,
1074,Javascript errors when using IE ,Release 1.6,Chris Richter (d4oZSslSur3R7LeJe5aVNr),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Normal,Deferred,Not Completed,,2014-02-11,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Reported by Lubos Kopecky.

IE shows me error:

Webpage error details

User Agent: Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1;
Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR
3.0.30729; Media Center PC 6.0; .NET4.0C)
Timestamp: Mon, 10 Feb 2014 21:23:12 UTC

Message: Object doesn't support this property or method
Line: 649
Char: 1
Code: 0

Relates to addEventListener not a function in IE - needs to detect if addEventListener is available or replace with attachEvent.This is an IE specific issue.

Code below:
window.addEventListener('keydown', function(e) {(e.keyCode == 27 && 
e.preventDefault())})

Fix: Replace with.
if (window.addEventListener){
    window.addEventListener('keydown', function(e) {(e.keyCode == 27 && 
e.preventDefault())})
} else if (window.attachEvent){
window.attachEvent('onkeydown', function(e) {(e.keyCode == 27 && 
e.preventDefault())})
}
 ",2014-03-23,2014-02-23,,false,1311 days,1271 days,1299 days,,,,1.6.1,
1226,"Bug: When setting config directive $config['terasender_worker_count'] to a string, upload doesn't work",Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),etiennemeleard,dgRDGuZ4ar478MacwqEsg8,Normal,Fixed,2015-11-03,,2015-10-21,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"There should be an error message about a configuration error, it shouldn't just not work.",2015-11-03,2015-11-03,,false,694 days,681 days,681 days,681 days,,,,
223,User input must be encoded before it is used in system commands #7.10,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Highest,Fixed,2010-09-20,,2010-06-22,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,,2015-12-03,2015-12-03,,false,2641 days,651 days,651 days,2551 days,,,Beta 1.15,
997,Email address styling in 'to' field on uploads,Archived: Release 2.0 prototype,Jack Kittridge (bIiF-SXuOr4ydAacwqjQWU),Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Normal,Test,Not Completed,,2013-09-04,0.0,FileSender,0.0,0.0,3.0,-,3.0,0.0,"As an extension to the auto-completion of emails, emails added to the recipients list on uploads should be styled such that each email address is treated as a seperate entity, which can be deleted by clicking on it, rather than just having a long string of comma separated recipients. 

Thanks to Chris Richter for the mock-up design of how this may eventually look. ",2017-05-15,2013-09-12,,false,1471 days,122 days,1463 days,,,,,
1071,Clean up the sudo inconsistencies in the Debian installation doc,Release 1.6,Xander Jansen (bkpnJ4jEWr37jceJe5afGb),Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Low,Fixed,2014-07-24,,2014-01-13,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,,2014-07-24,2014-07-24,,false,1340 days,1148 days,1148 days,1148 days,,,1.6,
1225,Bug: wrong evaluation of maxexpires when default_days_valid not set in config?,Release 2.0-alpha,Jan Meijer (dPS9kyuyur3zYrab7jnrAJ),Jørn Åne,c9JOC0LeOr5BTmacwqEsg8,Normal,Fixed,2016-03-17,,2015-10-20,0.0,FileSender,0.0,0.0,1.0,-,1.0,0.0,"Sören Krum from UNINETT reports a possible bug in transfer.js

""in line 696 the script tries to figure out the maxexpires, but it evaluates to NaN, probably because the
filesender.config has no element called ""default_days_valid"". It has a one called ""max_transfer_days_valid""

That leads to that i can submit a transfer valid for a really long time....""
",2016-03-17,2016-03-17,,false,695 days,546 days,546 days,546 days,,,,
222,User input must be encoded before it is used in SQL commands #7.3,Release 1.0,Chris Richter (d4oZSslSur3R7LeJe5aVNr),,,Highest,Fixed,2010-09-24,,2010-06-22,0.0,FileSender,0.0,0.0,0.0,-,0.0,0.0,,2015-12-03,2015-12-03,,false,2641 days,651 days,651 days,2547 days,,,Beta 1.15,
